UID;Titel;"Autor Vorname";"Autor Nachname";"SS Indiziert";"zusätzl. Infos";Listen-Seitennummer;"Edition 1: Verlag";"Edition 1: Ort";"Edition 1: Jahr";"Edition 2: Verlag";"Edition 2: Ort";"Edition 2: Jahr"
book-baa6a184-e1e6-4f9e-aaf6-df9efcc9da1c-de_DE-1;"Zwölf Stühle";;"Ilf, Ilja, und Eugen Petrow";;;64;Zsolnay;Wien;" 1930";;;
book-72489d45-6ced-4fff-bc85-ed8ef2f16b55-de_DE-1;"Die Flucht aus Timbuktu";"Gustav Adolf";Ilg;;;64;"Ensslin & Laiblin";Reutlingen;1929;;;
book-214074b8-81d6-4513-82e4-c672635437f0-de_DE-1;"Die religiöse Gedankenwelt der Sozialdemokratie";Wilhelm;Ilgenstein;;;64;"Vaterländ. Verl.- u. Kunstanst.";Berlin;1914;;;
book-d97e4499-cfdb-4a92-9f4d-760c283c1f4d-de_DE-1;"Die Triebachse";Wassili;Iljenkow;1;;64;"Verlagsgen. ausländ. Arbeiter";Moskau;1935;;;
book-e45e75d8-aa5e-44be-8cc3-c05dcc578786-de_DE-1;"Der Angriff auf die christl. Ostkirche";"Ivan Aleksandrovič";Iljin;;;64;Strursberg;Neukirchen;1937;;;
book-9f5647bb-7f24-4a52-b730-7cb3d5d9048c-de_DE-1;"Berge und Menschen";M.;Iljin;1;;64;"Verlagsgen. ausländ. Arbeiter";Moskau;1938;;;
book-31537209-24b4-4526-85fb-ad10fa9a955e-de_DE-1;"Fünf Jahre, die die Welt verändern";M.;Iljin;;;64;Malik-Verl.;Berlin;1932;;;
book-5953de4b-332e-4076-92c5-1d422a54b461-de_DE-1;"Vom Februar zum Oktober. Erinnerungen an 1917";A.;Iljin-Schenjewski;1;;64;"Verlagsgen. ausländ. Arbeiter";Moskau;1932;;;
book-aac2f8dc-aca2-4d73-8eb6-87d9f9eb09e5-de_DE-1;Lesbos;;"Ira, Iris (Pseud.)";;;66;Gebauer;Leipzig;" 1930";;;
book-1c39fdd7-2831-41eb-aa48-cfab7e2fa164-de_DE-1;"Stalin und die Tragödie Georgiens";Joseph;Iremaschwili;;;66;Dietz;Berlin;1932;;;
book-3edc5d73-64d2-48b2-9679-9ac7e3ff77f3-de_DE-1;"Einer von Fünfundzwanzigtausend";"Alexander A.";Isbach;1;;66;Hoym;Hamburg;1931;"Verlagsgen. ausländ. Arbeiter";Moskau;1931
book-96471235-f1d6-47fe-8b24-ad1e642dd653-de_DE-1;"Naphta für den Sozialismus";"Alexander A.";Isbach;;;66;Hoym;Hamburg;1932;;;
book-a7ee9a68-8f44-4774-9b8d-30065b057d11-de_DE-1;Streik;Ludwig;Isenheim;;;66;"Birk & Co";München;1911;;;
book-301f8b83-b394-428e-a169-cb54d2776ec3-de_DE-1;"Sämtliche Schriften";"A. A.";Issaieff;;;66;;;;;;
book-1f038a60-9173-4a62-8d8d-cafec3fa39b9-de_DE-1;"Der Chiromant";Ernest;Issberner-Haldane;;;66;Uranus-Verl.;"Bad Oldesloe";1925;Rondelli-Michaelis;Neckargmünd;1932
book-c188a63b-0c59-46f8-b066-a8122adbdf13-de_DE-1;Handschriftdeutung;Ernest;Issberner-Haldane;;;66;"Hachmeister & Thal";Leipzig;1928;;;
book-f4b86ab1-dbfd-476f-9c84-fd18f571a82c-de_DE-1;"Menschen und Leute";Ernest;Issberner-Haldane;;;66;"Dt. Verl. f. Naturopathie";Berlin;1927;;;
book-68ad6fa6-84ae-41a3-b6cf-f885b81a031a-de_DE-1;"Charakterologische Tatsachen und deren Merkmale";Ernest;Issberner-Haldane;;;66;Renatus-Verl.;Lorch;1929;;;
book-38fcf816-2d2d-4946-9a20-8b662ba1f528-de_DE-1;"Auf falscher Bahn";Panait;Istrati;;;66;Piper;München;1930;;;
book-d5f90a8e-1b33-4707-a164-8b8c6552b09d-de_DE-1;Michail;Panait;Istrati;;;66;"Rütten & Loening";Frankfurt;1931;;;
book-3929af43-96c4-44b8-99b9-1b5031adb536-de_DE-1;"Russland nackt";Panait;Istrati;;;66;Piper;München;1930;;;
book-6957d082-7f0a-41c7-9cf5-8e3af647530e-de_DE-1;"So geht es nicht. Die Sowjets von heute";Panait;Istrati;;;66;Piper;München;1930;;;
book-3879bf0c-5a36-4b39-b42a-9ec430273d73-de_DE-1;"Der neue Mensch im Russland von heute";Helene;Iswolski;1;;66;"Vita Nova-Verl.";Luzern;1936;;;
book-b2744296-991f-4ed8-9820-5188e7f49ac9-de_DE-1;"Die Arbeiterwohlfahrt";;"Juchacz, Marie, und Johanna Heymann";;;66;Dietz;Berlin;" 1924";;;
book-351f4169-3866-491f-bf46-c8e9975b7ee2-de_DE-1;"Jud, Der ~ ist schuld. Diskussionsbuch über die Judenfrage";;;1;;66;Zinnen-Verl.;" Basel";" 1932";;;
book-235d5f89-031f-43d6-abf4-6d791eba64ed-de_DE-1;"Judastat, Die ~ der Austro-Nazi";;;;;66;"Österr. Heimatdienst";" Wien";" 1934";;;
book-261fdb3b-d706-4706-af2a-561288b421ea-de_DE-1;"Juden, Christen, Heiden im III. Reich";;;;;66;Simpl.-Verl.;" Prag";" 1935";;;
book-b9501fa0-e595-4fe2-81de-d9522729a3e8-de_DE-1;"Juden, Die ~ fordern Ermordung Hitlers";;;;;66;Hochmuth;" Berlin";" 1933";;;
book-ef9a2b33-a5d2-4932-a200-9f94751da7be-de_DE-1;"Exakte Rassenkunde";P.;Juegelt;;;66;Selbstverl.;Gohrisch;1935;;;
book-c8b39589-17aa-4779-be75-36341499ab1e-de_DE-1;"Jugend, Rote ~ auf roter Erde. Erinnerungsbuch an den 5. Reichsjugendtag";;;;;0;Arbeiterjugend-Verl.;Berlin;1928;;;
book-a36b4b36-6e3e-4e98-815a-146b8884a622-de_DE-1;"Jugendbewegung, Die internationale sozialistische ~. Werdegang u. Ziele";;;;;66;Jugendinternationale;" Berlin";" 1924";;;
book-5b905f99-9bc5-4cb5-baf9-44c78fa5d7d6-de_DE-1;"Jugendfahnen, Rote ~ über Wien";;;;;66;Arbeiterjugend-Verl.;" Berlin";" 1929";;;
book-a94aaef4-d6f4-4704-9193-4d60c3659459-de_DE-1;"Jugendgelände. Ein Buch vom neuen Menschen. Hrsg. v. Charly Straesser";;;;;66;Greifenverl.;" Rudolstadt";" 1926";;;
book-39d87100-c2c5-4a57-a236-17fa614bd4fd-de_DE-1;Fünfjahresplan;Aron;Jugow;;;66;Dietz;Berlin;1931;;;
book-3e1f8d8d-a3c2-4e19-855d-93fce14ab725-de_DE-1;"Die Volkswirtschaft der Sowjetunion und ihre Probleme";Aron;Jugow;;;66;Kaden;Dresden;1929;;;
book-e61685d9-3d7b-4950-8278-ca30fbb3141a-de_DE-1;"Israel unter den Völkern";Erich;Kahler;1;;68;Humanitas-Verl.;Zürich;1936;;;
book-63db326e-9eb4-45f5-bfc7-ce88cda77b4f-de_DE-1;"Sämtliche Schriften";Franz;Jung;;;66;;;;;;
book-89e84c07-a83b-4bfe-8310-6104a7cce3e1-de_DE-1;"Der internationale Geburtenstreik";Ernst;Kahn;;;68;Societäts-Verl.;"Frankfurt a/M.";1930;;;
book-c34b7920-0259-4cd7-9cca-b50abb8f7c05-de_DE-1;"Unser Geschlechtsleben";Fritz;Kahn;1;;68;"A. Müller";Zürich;1937;;;
book-b5836ce3-16b6-4fa4-a250-301fdd966dea-de_DE-1;"Die Juden als Rasse und Kulturvolk";Fritz;Kahn;;;68;Welt-Verl.;Berlin;1922;;;
book-903368c6-c0cf-4d5c-bc2a-30318ccc0971-de_DE-1;"Das Leben des Menschen";Fritz;Kahn;;;68;Franckh;Stuttgart;1922/29;;;
book-52da2f18-7dba-4bb0-8f3b-b52885d8dce2-de_DE-1;"Kaiser, Der ~. Wie er war — wie er ist. Hrsg. v. Fr. Everling u. A. Günther";;;;;68;Traditions-Verl.;" Berlin";" 1934";;;
book-d3032edc-1ca5-4dc6-8c48-854e026695a8-de_DE-1;"Kaiser, Der ewige ~. Gedichte";;;;;68;Schmidt-Dengler;" Graz";" 1937";;;
book-07d05042-7f2b-41b2-8b87-595fd5901c61-de_DE-1;"Es ist genug";Georg;Kaiser;;;68;Transmare-Verl.;Berlin;1932;;;
book-238f35ab-4374-45f1-a763-bc0ebe6b6578-de_DE-1;"Der Gärtner von Toulouse";Georg;Kaiser;1;;68;Querido-Verl.;Amsterdam;1938;;;
book-b180246e-61fd-4e83-969b-561ec5116d46-de_DE-1;Gas;Georg;Kaiser;;;68;"S. Fischer";Berlin;1918;Kiepenheuer;Potsdam;1920
book-d948c289-b0e6-409c-a7f9-175df8560b28-de_DE-1;"Das Täschchen";Georg;Kaiser;;;68;Meissner;Berlin;1913;;;
book-35a3467f-a20e-42c8-8f14-1b5c9c5c2dba-de_DE-1;"Franz Kafkas Inferno";Hellmuth;Kaiser;;;68;"Internat. psychoanalyt. Verl.";Wien;1931;;;
book-d4e4f190-78a9-4dbe-83ff-6be8b5a6013c-de_DE-1;"Die Liebe als Kunst";Margarete;Kaiser;;;68;Ibis-Verl.;Berlin;1932;;;
book-3d99c31f-385c-4864-91d1-6177442bb767-de_DE-1;"Für Christi Reich! Mödling b";"Johannes Ev.";Kalán;;;68;"Missionsbuchh. St. Gabriel";Wien;1937;;;
book-b444bec7-ed61-4b0e-92c1-50dc33c55470-de_DE-1;"Die Welt für Christus";"Johannes Ev.";Kalán;;;68;Tyrolia;Innsbruck;1935;;;
book-3b1ae5d1-580e-40fe-9f05-f8b564cdf5bb-de_DE-1;"Lyrisches Stenogramrnheft";Mascha;Kaléko;;;68;Rowohlt;Berlin;1933;;;
book-4207052f-954f-4c73-8fd4-4d26f919947b-de_DE-1;"Was hat die Sowjetmacht den Werktätigen gegeben?";"M. I.";Kalinin;1;;68;"Verlagsgen. ausländ. Arbeiter";Moskau;1937;;;
book-336c906d-0053-45fa-87b9-67a5694993e0-de_DE-1;"Kalle, der Lausbubenkönig";;;;;68;Zeitschriften-Verl.;" Berlin";" 1935";;;
book-5c47cc12-5b96-4d41-92ba-e445e474e19e-de_DE-1;"Die Frau Abt und ihr Reich";Josef;Kallinikow;;;68;Haessel;Leipzig;1931;;;
book-31463ff6-0f36-40aa-b5c4-9e86da1b8a47-de_DE-1;"Frauen und Mönche";Josef;Kallinikow;;;68;Haessel;Leipzig;1928;Kittl;M.-Ostrau;1934
book-34553c68-3b58-456c-abd6-3fcfcadc8b64-de_DE-1;"Lehrbuch der Geschichte für Lehrer- u. Lehrerinnenbildungsanstalten";Julius;"Kallus, Hermann Käfer u. Wilhelm Katzenbeisser";;;0;"Oesterr. Bundesverl.";Wien;1933-36;;;
book-e47a0684-b22f-420f-aa79-70e755249fc2-de_DE-1;"Kamera, Mit ~ und Palette";;;;;68;"Verl. d. Schönheit";" Dresden";" 1922/28";;;
book-b5fcc44f-3f53-4629-9838-06190a3b3986-de_DE-1;"Fascismus in Italien";;"Kaminsky, Hans-Erich";;;68;"Verl. f. Sozialwiss.";Berlin;" 1925";;;
book-061ad84a-0fcf-4a75-8641-a8d46348ed30-de_DE-1;"Die Nation in der Heilsordnung";Walter;Kampe;;;68;Matthias-Grünewald-Verl.;Mainz;1936;;;
book-0366530a-69fe-43f8-879a-7e1e85195d4f-de_DE-1;"Einzeltod — Völkertod";Paul;Kammerer;;;0;Anzengruber;Wien;1918;;;
book-c1460e19-fd3c-4de1-8e53-ec1701f03f28-de_DE-1;"Kampf, Der ~ um ein Buch";;;1;;68;"Ed. du Carrefour";" Paris";" 1934";;;
book-955133a6-c8d0-4da3-820e-0f686bca01eb-de_DE-1;"Kampf dem Faschismus";;;;;68;"Kommunist. Partei Deutschlands";" Berlin";" 1930";;;
book-f670651f-36a5-405b-8178-f944ccf19957-de_DE-1;"Kampf dem Hakenkreuz";;;;;68;"Sozialdemokrat. Partei Deutschi.";" Berlin";" 1930";;;
book-4019d494-34d1-48ed-a7f1-559fbf715d10-de_DE-1;"Kampf, Der ~ für den Sturz der faschistischen Regierung Hitler-Papen-Hugenberg";;;;;68;City-Druckerei;" Berlin";" 1933";;;
book-faefea89-d2bc-4dc4-bd3b-9358acf75c3c-de_DE-1;"Am Wege der germanischen Rasse";Walter;Katt;;;70;Marby-Verl.;Stuttgart;1935;;;
book-5046c4f9-ab39-493f-b344-512057f4a352-de_DE-1;"Ursulas Fahrt ins Leben";Anna;Katterfeld;;;70;Acker-Verl.;Berlin;1936;;;
book-497a75fe-a006-4b52-9295-c9ad1de5d0ff-de_DE-1;"Die Fischmanns";"H. W.";Katz;1;;70;"A. de Lange";Amsterdam;1938;;;
book-a10a6d4b-804d-45af-a1b0-f07fbacdf590-de_DE-1;"Der Anarchismus und die Arbeiterbewegung";Simon;Katzenstein;;;70;Vorwärts;Berlin;1908;;;
book-634f8b0e-d768-4638-84f5-ef7c0adc9f5d-de_DE-1;"Sämtliche Schriften";Julius;Katzenstein;;;70;;;;;;
book-9a6025fa-8b40-4a31-867f-429234ae7318-de_DE-1;"Warum Akkordarbeit in der Sowjetunion?";L.;Kaufmann;1;;70;"Verlagsgen. ausländ. Arbeiter";Moskau;1932;;;
book-462e806d-3544-4ede-98a2-c15ee17d02f5-de_DE-1;"Die Aussenhandelsorganisation der UdSSR";Michael;Kaufmann;;;70;Rowohlt;Berlin;1927;;;
book-93edc62c-5a4a-44cf-80bd-3394640f549a-de_DE-1;"Reparationen und Rüstungen";Benedikt;Kautsky;;;70;Hess;Wien;1931;;;
book-56039d0e-106f-459b-9c69-5b6c4e4a833f-de_DE-1;"Sämtliche Schriften";Gina;Kaus;;;70;;;;;;
book-898861ef-47ae-49b9-9513-c932e5f9c091-de_DE-1;"Sämtliche Schriften";Luise;Kautsky;;;70;;;;;;
book-316df5cc-f7a9-4bfb-a668-41397d5e9154-de_DE-1;"Sämtliche Schriften";Karl;Kautsky;;;70;;;;;;
book-543f37ee-b38f-4903-84e1-c5b4010550e3-de_DE-1;"Sämtliche Schriften";Siegfried;Kawerau;;;70;;;;;;
book-a34bef24-24fc-4818-8f36-b1d817146275-de_DE-1;"Ferdinand Lassalle. Gedenkschrift";Max;Kegel;;;70;Dietz;Stuttgart;1889;;;
book-38fc7c56-75c7-4be6-94b7-e27a5163d8c5-de_DE-1;"Sozialdemokratisches Liederbuch";Max;Kegel;;;70;Dietz;Stuttgart;1891;;;
book-17249d90-b1dd-4dfd-817c-c30718e2e1c1-de_DE-1;"Lichtstrahlen der Poesie";Max;Kegel;;;70;Dietz;Stuttgart;1890;;;
book-c94cfb26-3ebf-400d-b5be-a87f58c985ee-de_DE-1;"Der rote Garten";Henning;Kehler;;;70;Gyldendal;Berlin;1921;;;
book-0569c57c-40aa-438e-ac8a-e944d6b7829e-de_DE-1;"Chr. D. Grabbes Napoleon oder die hundert Tage als Roman";Ewald;Keiser;;;70;Zinnen-Verl.;Wien;1936;;;
book-9b59756e-b634-43aa-9ca6-32a7e03e6455-de_DE-1;"Mythos des Blutes?";Gerhard;Kehnscherper;;;70;Stiftungsverl.;Potsdam;1935;;;
book-4a1a3583-a26d-4860-a926-13bb38aaa371-de_DE-1;"Das harrt Ihrer!";"F. Paul";Keller;1;;70;"B. Götze";Warschau;1931;;;
book-af09d4fd-37cc-423a-b100-72660e89ebbf-de_DE-1;"Wie ich Sozialistin wurde";Helen;Keller;;;70;Lutz;Stuttgart;1914;;;
book-f9d513dd-4ed1-4ee8-b811-ede795601712-de_DE-1;"Der 9. November";Bernhard;Kellermann;;;70;"S. Fischer";Berlin;1922;Slowo;Berlin;1922
book-9ade9f5f-3c36-4a20-87cb-144f6f6e9164-de_DE-1;"Schlagworte für Inserate, Prospekte u. Plakate";"C. Richard";Kempe;;;70;Eichgraben-Verl.;Dresden;1934;;;
book-dc024f56-cc61-4148-9a99-bfb84c6a4706-de_DE-1;"Jungfrau gesucht";"H. J.";Ken;;;70;"Neue Berliner Verlags-Ges.";Berlin;1928;;;
book-4906d95d-70c0-49d1-ae9d-1090c5dc10e0-de_DE-1;"Vor kommenden Kriegen";"J. M.";Kenworthy;;;70;Braumüller;Wien;1928;;;
book-51e640c0-7180-40a3-be32-09702bf05325-de_DE-1;"Gas, Tank und Flugzeug";Paul;Ken;;;70;Prager;Leipzig;1932;;;
book-3df38226-5860-4410-9428-650eeb42b302-de_DE-1;"Soldat der Revolution Koloman Wallisch";Paul;Ken;;;70;"Zentralstelle f. Bildungswesen";Prag;1934;;;
book-c42cb3c6-1534-4ff8-8371-d16644483978-de_DE-1;"Français, voici la guerre!";"Henri de";Kerillis;1;;70;Grasset;Paris;1937;;;
book-0ad1e28a-beb0-4ba8-b254-a618b26e9446-de_DE-1;"Das Kind als Träger der werdenden Gesellschaft";Kurt;Kerloew-Loewenstein;;;70;Jungbrunnen;Wien;1924;;;
book-0fecc4ba-f73f-48a9-b50a-abe4ac2a15fd-de_DE-1;"Frauen entscheidet Euch!";Kaethe;Kern;;;70;Dietz;Berlin;1931;;;
book-fd939c04-73b4-4644-9177-8511f3f9258f-de_DE-1;"Liebesspiel und Liebestechnik";Wilhelm;Kernig;;;0;"Liga. f. Mutterschutz";Berlin;1932;;;
book-a7f48917-c4d8-4edf-b1c8-583f15f249b7-de_DE-1;"Kirche unter dem Kreuz";;;;;72;"»Junge Kirche«";" Göttingen";" 1934";;;
book-5f8d2276-bcad-48ba-a062-0bf9d921c998-de_DE-1;"Sämtliche Schriften";Alfred;Kerr;;;70;;;;;;
book-c2bbbe22-1f88-4108-82b8-8f8aa08fccab-de_DE-1;"Kirche, Die ~ vor ihrem Richter";;;;;72;Müller;" Wuppertal-Barmen";" 1934";;;
book-09ee2036-2d0e-4817-ae46-6cdcb81262b3-de_DE-1;"Kirche und Welt in ökumenischer Sicht. Bericht der Weltkirchenkonferenz von Oxford";;;1;;72;Huber;" Frauenfeld";" 1938";;;
book-78861035-9ef4-4f32-9140-5778633c83fd-de_DE-1;"Ambrosius u. die deutschen Bischöfe";Stefan;Kirchmann;1;;72;Liga-Verl.;Luzern;1934;;;
book-6ad25b44-16bc-409e-b24e-36f016d7ddf1-de_DE-1;"Das Beichtsiegel";Hans;Kirchsteiger;;;72;Anzengruber-Verl.;Wien;1921;;;
book-048f0900-51ce-41f9-9a35-350080eaf5a9-de_DE-1;"Der morsche Beichtstuhl";Hans;Kirchsteiger;;;72;Anzengruber-Verl.;Wien;1928;;;
book-cef8733c-db43-42b9-b4a6-fd25288dc00a-de_DE-1;"Russisches Tagebuch";Anker;Kirkeby;;;72;Gottschalk;Berlin;1924;;;
book-d7cf8c06-d29d-4ea7-8cf9-51c07050a929-de_DE-1;"Kirow, Sergej Mironowitsch ~. 1886—1934";;;1;;72;"Verlagsgen. ausländ. Arbeiter";" Moskau";" 1934";;;
book-42db73b4-f70a-43be-bfda-c31f5bb9ad17-de_DE-1;"Kirow, Sergej ~, der Kämpfer und Führer";;;1;;72;"Verlagsgen. ausländ. Arbeiter";" Moskau";" 1934";;;
book-8805bb26-9061-4d7c-b43e-0aeeb0d52da6-de_DE-1;"Die Ergebnisse des Juni-Plenums des ZK der KPdSU";Sergej;Kirow;1;;72;"Verlagsgen. ausländ. Arbeiter";Moskau;1934;;;
book-a3e802cc-9d58-465f-af4c-22c3f1af7ac3-de_DE-1;"Leningrad an der Schwelle des zweiten Fünfjahrplanes";Sergej;Kirow;1;;72;"Verlagsgen. ausländ. Arbeiter";Moskau;1932;;;
book-520f5b37-9272-4984-9452-98036ecdbb09-de_DE-1;"Ein Sieg von weltgeschichtlicher Bedeutung";Sergej;Kirow;1;;72;"Verlagsgen. ausländ. Arbeiter";Moskau;1933;;;
book-a0cd0ef1-5ded-4381-9165-ad2bce962ac5-de_DE-1;"Der wilde SA-Mann";;"Kirsch, Rudolf";;;72;"Fünf-Türme-Verlag. o.J";"Halle a/S.";;;;
book-2e1257be-ec5c-41c1-ace6-455a48df5e02-de_DE-1;"Die wunderbare Legierung";W.;Kirschon;1;;72;"Verlagsgen. ausländ. Arbeiter";Moskau;1936;;;
book-515605d3-7831-405d-ad70-468bda2a6e36-de_DE-1;"Die sexuelle Untreue der Frau";"Enoch Heinrich";Kisch;;;72;"Marcus & Weber";Bonn;1917;;;
book-85719ee1-df1c-48a6-b2f9-c12ea46a5300-de_DE-1;"Sämtliche Schriften";"Egon Erwin";Kisch;;;72;;;;;;
book-24f9b23d-9ca8-4483-9c2b-e58a45f9b57d-de_DE-1;"Russland vor dem zweiten Fünfjahrsplan";Georg;Kiser;;;72;"Arbeit u. Wirtschaft";Wien;1932;;;
book-e7f112a2-3d7b-4c94-a195-7ddc1a47c17a-de_DE-1;"Die Aufgaben der Sowjetwahlen";"A. S.";Kisselew;1;;72;"Verlagsgen. ausländ. Arbeiter";Moskau;1934;;;
book-7874b15e-ccad-4d8f-965a-fc9c4190e70f-de_DE-1;"Die vier Tage der Hanne Werth";Eva;Klaar;;;72;Dietz;Berlin;1927;;;
book-4ac04875-612b-47d4-baa6-18d35d79f379-de_DE-1;"Mein Kamerad";"Friedrich Joachim";Klaehn;;;72;Schaufuss;Leipzig;1934;;;
book-4b959534-2886-4479-a341-771ede6ba032-de_DE-1;"Sämtliche Schriften";Kurt;Klaeber;;;72;;;;;;
book-c5ded820-2fbb-4fe9-9a94-b8a33ccc33ec-de_DE-1;"Reichswehr und Reichsmarine";"Friedrich Joachim";Klaehn;;;72;Schaufuss;Leipzig;1934;;;
book-69cfeb04-a597-49a3-9678-40bb727e35be-de_DE-1;"Die Frau in der Volksgemeinschaft";Dorothea;Klaje-Wenzel;;;72;Klein;Leipzig;1934;;;
book-5efd3e12-9167-44af-b2d7-09acb3ef32b5-de_DE-1;"Otto Weininger";Georg;Klaren;;;72;Braumüller;Wien;1924;;;
book-368e9e06-c83d-4f13-b7f1-7bae151dd8bb-de_DE-1;"Klassenjustiz, Ein Jahr ~ und Rote Hilfe";;;;;72;Mopr-Verl.;" Berlin";" 1926";;;
book-4b8c84db-ea3b-4893-8615-006ffcff7cd3-de_DE-1;"Die Judenfrage der Gegenwart";Jakob;Klatskin;1;;72;"Edition Studio";Vevey;1935;;;
book-81d5740c-d5f1-4dc1-8fed-7c9904407697-de_DE-1;"Sämtliche Schriften über Körper- u. Nacktkultur";Adolf;Koch;;;74;;;;;;
book-87289480-0d52-4699-95b7-05c7135d803f-de_DE-1;"Die Hungernden";Albert;Klaus;;;72;"Der Bücherkreis";Berlin;1932;;;
book-f4aa5863-adfe-4183-8cd3-44279c776087-de_DE-1;"Der neue Mythus u. der alte Glaube";Anton;Koch;;;74;Herder;Freiburg;1935;;;
book-7db91ca5-33e5-40b6-a3ca-6c97259f05b1-de_DE-1;"Der Kampf gegen Spitzelei und Provokation";Josef;Koch;1;;74;"Verlagsgen. ausländ. Arbeiter";Moskau;1935;;;
book-9d4af974-4a9c-4721-bde6-ce56d9b139c0-de_DE-1;"Und dann — die Jesuiten";Ludwig;Koch;;;74;Manz;Regensburg;1932;;;
book-12704d2f-6d3e-43a8-864e-eb6ce1c0d2a6-de_DE-1;"Der indianische Eros";Oscar;Koch;;;74;Continent;Berlin;1925;;;
book-8918478f-14f6-4a38-9aad-b7324de32133-de_DE-1;"Geständnisse einer hübschen Frau";"Paul de";Kock;;;74;Bartels;Berlin;1905;;;
book-67eded00-3f14-4e51-b25a-eef7b24072c7-de_DE-1;"Der Vagabund der Liebe";"Viktor von";Koczian;;;74;"Vogel & Vogel";Leipzig;1921;;;
book-2838defd-e683-404d-8773-1041f167746a-de_DE-1;"Der gespannte Bogen";Eberhard;Koebel;;;74;Calies;Berlin;1931;;;
book-f18d8b5a-ea36-499c-81cb-41eb771c9411-de_DE-1;"Die Heldenfibel";Eberhard;Koebel;;;74;Wolff;Plauen;1933;;;
book-88ceec45-5d1d-409e-9e43-842523fbd37d-de_DE-1;"Soldatenchöre der Eisbrechermannschaft";Eberhard;Koebel;;;74;Wolff;Plauen;1934;;;
book-5fd0ca2a-a87a-44e4-9cbb-7137bd9e0518-de_DE-1;"Das Evangelium und die Rätsel der Geschichte";Adolf;Koeberle;;;74;Bertelsmann;Gütersloh;1936;;;
book-5206ee7f-2ac0-4109-962d-3090960c01ca-de_DE-1;"Knechtschaft und Freiheit";Oswald;Koehler;;;74;Schnabel;Dresden;1893;;;
book-b25a39db-9ec9-472d-a834-05fe2402e7e4-de_DE-1;"Der sozialdemokratische Staat";Oswald;Koehler;;;0;;Nürnberg;1891;;;
book-ee16015a-0fe1-44c1-89db-b34e6f2f7105-de_DE-1;"Leidenschaft in Algier";"Alma Johanna";Koenig;;;74;Speidel;Wien;1932;;;
book-d18c0f0b-9f7f-42a1-a70d-69bd93f41652-de_DE-1;"Koenigsroman, Der ~";;;;;74;Kiepenheuer;" Potsdam";" 1923";;;
book-17dcdca6-80b7-4578-ab25-c48bafbab5dc-de_DE-1;"Tu es nicht";Josef;Koenn;1;;74;Benziger;Einsiedeln;1923;Johannesbund;Leutesdorf;1925
book-7e3a8153-c74f-46ac-8b3c-70e3c51e9de8-de_DE-1;Heeresbericht;Edlef;Koeppen;;;74;Horen-Verl.;Berlin;1930;;;
book-5ac177c6-cc33-4777-a853-6e3991568e46-de_DE-1;"Der Bericht";Edlef;Koeppen;;;74;Weitbrecht;Potsdam;1925;;;
book-e8443349-b1b2-4882-a057-380c502e1795-de_DE-1;"Die Histori von einer trocken Schiffsfahrt";Edlef;Koeppen;;;0;Hadem-Verl.;Potsdam;1924;;;
book-4a2e631b-44e9-461f-bcd5-e57957292371-de_DE-1;"Die Psychoanalyse";Heinrich;Koerber;;;74;Ullstein;Berlin;1924;;;
book-f6eb7ec3-ce2c-40f5-980e-200209b0d265-de_DE-1;"Sämtliche Schriften";Lilli;Koerber;;;74;;;;;;
book-0e286d62-74e3-4979-b605-380efe25b622-de_DE-1;"Sämtliche Schriften";"Lenka von";Koerber;;;74;;;;;;
book-b0d1a86f-89b7-41bd-9bd6-ae4f21576aab-de_DE-1;"Das Bild vom Menschen in der Jugendbewegung u. unsere Zeit";Normann;Koerber;;;74;"Verl f. Kulturpolitik";Berlin;1927;;;
book-83cc18fd-38a4-4efd-9a7f-284f6a152935-de_DE-1;"Der Irrtum";Franz;Koermendi;1;;74;Bermann-Fischer;Stockholm;1938;;;
book-1715965a-85da-4cdb-ac52-627c0a54ec5d-de_DE-1;"Koerperbildung — Nacktkultur. Anklagen und Bekenntnisse";;;;;74;Oldenburg;" Leipzig";" 1924";;;
book-1a7d3463-d2b6-478a-b72c-8a42c2e45200-de_DE-1;"Die Sündigen";Franz;Koermendi;;;74;Bermann-Fischer;Wien;1937;;;
book-888a2811-7e6e-4d04-b315-92efb995c3b3-de_DE-1;"Vitus-Verl. 1924";;"Koerperschoenheit im Lichtbild. Dresden";;;74;Laurer;"— Egestorf";" 1927";;;
book-96501504-1718-45c2-a9ce-0cb23db3974d-de_DE-1;"Mit der roten Armee durch Russisch-Zentralasien";Rudolf;Koestenberger;;;74;Moser;Graz;1925;;;
book-e37b647f-9a29-4f3a-a76a-d0a3186e3a42-de_DE-1;"Menschenopfer, unerhört";Arthur;Koestler;1;;0;"Ed. du Carrefour";Paris;1937;;;
book-cb8e227b-c871-46cd-b04c-932691ccf777-de_DE-1;"Orientfahrt der Sturmvaganten";Karl;Koester;;;74;Union;Stuttgart;1932;;;
book-d85d4ee2-e97d-4f59-b74c-8ba8d0dfd120-de_DE-1;"Spanish testament";Arthur;Koestler;1;;74;Gollancz;London;1937;;;
book-6cef202a-d185-4815-8a37-df55ba5cfc66-de_DE-1;"Die Weltanschauung des Sozialismus";Karl;Korn;;;76;Arbeiterjugendverl.;Berlin;1927;;;
book-1ade25c8-38fb-431c-a258-1d1cf02e36f7-de_DE-1;"Sämtliche Schriften";Kurt;Kornicker;;;76;;;;;;
